日期,池类型,股票代码,股票名称,现价,涨跌幅%,换手率%,连板天数,最后封板时间,首次封板时间,开板次数,封单额,流通市值,涨停原因
2026-05-22,涨停池,301013.SZ,利和兴,42.84,20.0,43.8529,3,14:56:18,13:14:06,27,7625520.0,8107111800.0,半导体测试+MLCC+华为合作
2026-05-22,涨停池,000670.SZ,盈方微,8.9,10.0124,16.3002,1,14:55:03,13:49:06,1,45714227.0,7314579400.0,长江存储代理+半导体分销+重大资产重组
2026-05-22,涨停池,000725.SZ,京东方A,5.16,10.0213,16.5404,2,14:53:42,13:49:18,6,195972140.0,187522980000.0,康宁合作+玻璃基板+AMOLED+北京国资
2026-05-22,涨停池,002897.SZ,意华股份,72.12,10.0061,11.4916,1,14:50:21,14:44:03,5,26332094.0,13156506400.0,800G高速连接器+华为链+CPO+液冷
2026-05-22,涨停池,603261.SH,*ST立航,37.05,4.9872,0.7899,1,14:49:31,14:49:31,,2363790.0,2871561100.0,申请撤销退市风险警示+无人机+低空经济
2026-05-22,涨停池,603459.SH,红板科技,105.61,9.999,41.0982,1,14:47:42,14:47:42,,77602228.0,8348666700.0,PCB扩产+1.6T光模块+存储芯片
2026-05-22,涨停池,000997.SZ,新大陆,24.81,10.0222,7.4345,1,14:47:21,13:34:42,18,32202412.0,24994571000.0,AI支付+跨境支付+数字身份
2026-05-22,涨停池,603021.SH,*ST华鹏,6.79,4.9459,2.1932,1,14:40:43,13:04:16,12,1152670.4,2172447400.0,ST博弈+日用玻璃+委托贷款
2026-05-22,涨停池,000826.SZ,*ST启环,2.26,5.1163,2.7315,1,14:40:39,14:40:39,,6080710.8,3220850600.0,预重整+数字环卫+锂电池
2026-05-22,涨停池,002826.SZ,易明医药,19.59,9.9944,7.0028,1,14:36:54,13:58:21,17,5214858.0,3618259500.0,米格列醇片+姚劲波入主+业绩增长
2026-05-22,涨停池,000417.SZ,合百集团,10.24,9.9893,33.32,5,14:34:57,09:34:21,8,61175368.0,7977241100.0,间接投资长鑫科技+合肥国资+零售+农批
2026-05-22,涨停池,600892.SH,*ST大晟,4.04,4.9351,2.1929,1,14:33:27,14:00:33,9,1620040.0,2259650900.0,申请撤销退市风险警示+短剧+唐山国资
2026-05-22,涨停池,603223.SH,恒通股份,10.7,9.9692,4.7807,1,14:32:40,13:06:49,26,2249450.3,7552297500.0,LNG运输+港口业务+一季报翻倍
2026-05-22,涨停池,002272.SZ,川润股份,24.7,10.0223,32.4219,5,14:29:12,13:12:09,2,72199137.0,10080887500.0,液冷服务器+机器人+定增扩产
2026-05-22,涨停池,002501.SZ,*ST利源,1.46,5.036,1.5702,1,14:26:27,09:38:54,4,5424338.0,5177845000.0,汽车铝型材+步步高纾困+ST摘帽预期
2026-05-22,涨停池,600563.SH,法拉电子,174.2,10.0025,7.596,4,14:24:40,13:37:01,2,40349075.0,39195000000.0,薄膜电容器+AI硬件+机器人+新能源
2026-05-22,涨停池,603663.SH,三祥新材,50.49,10.0,5.1058,3,14:24:33,14:24:33,,56143214.0,21348169000.0,半导体产业链+核级锆+锆铪分离
2026-05-22,涨停池,688512.SH,慧智微,16.87,19.9858,15.8737,1,14:23:19,14:06:37,7,23588444.0,5475500900.0,射频前端芯片+5G射频+三星订单+Phase8L量产
2026-05-22,涨停池,002253.SZ,*ST智胜,11.76,5.0,3.695,1,14:20:48,14:10:33,1,2865324.0,2469000300.0,申请撤销退市风险+低空经济+军工射频
2026-05-22,涨停池,002245.SZ,蔚蓝锂芯,20.41,10.027,10.4325,1,14:18:06,11:28:21,3,58385560.0,32790701000.0,圆柱电池+人形机器人+马来西亚产能+分红实施
2026-05-22,涨停池,000595.SZ,*ST宝实,7.93,5.0331,2.1149,1,14:16:33,14:16:33,,6589037.0,9029545000.0,撤销退市风险警示申请+风光储+宁夏国资
2026-05-22,涨停池,603186.SH,华正新材,123.84,10.0018,9.8367,3,14:05:05,10:03:38,2,19873224.0,19416938000.0,覆铜板+AI算力+定增扩产
2026-05-22,涨停池,603806.SH,福斯特,17.52,9.9812,3.181,1,14:03:55,13:59:58,1,64444780.0,45705213000.0,PCB感光干膜+光伏胶膜+员工持股
2026-05-22,涨停池,600601.SH,方正科技,12.79,9.9742,8.2078,1,14:03:47,13:18:11,30,87340339.0,53338051000.0,AI算力PCB+光模块+珠海国资
2026-05-22,涨停池,600497.SH,驰宏锌锗,10.16,9.9567,5.2349,1,14:03:06,13:34:20,16,111473285.0,51210266000.0,锗资源+铅锌龙头+央企整合
2026-05-22,涨停池,000630.SZ,铜陵有色,6.36,10.0346,4.4065,1,14:02:36,13:35:27,8,85370738.0,70869414000.0,PCB+铜箔+安徽国资
2026-05-22,涨停池,002931.SZ,锋龙股份,66.04,9.9933,14.9719,2,14:00:03,10:03:51,20,30246320.0,13290783000.0,优必选入主+机器人概念+园林机械+汽车零部件
2026-05-22,涨停池,002036.SZ,联创电子,10.3,10.0427,19.4995,2,13:59:15,13:52:15,3,72112360.0,10871318100.0,特斯拉监督版FSD入华+无人驾驶+车载光学+光学器件
2026-05-22,涨停池,300174.SZ,元力股份,22.92,20.0,16.9665,1,13:52:15,13:00:57,2,38894850.0,8301499300.0,超级电容炭+AI算力上游+新能源碳材料
2026-05-22,涨停池,000532.SZ,华金资本,13.64,10.0,8.0194,1,13:50:06,13:50:06,,71814286.0,4686018500.0,电容器+创投+珠海国资
2026-05-22,涨停池,605500.SH,森林包装,10.88,10.0101,8.0587,1,13:47:23,13:47:11,1,30965035.0,4508672000.0,造纸+数码喷墨纸+热电联产+绿色包装
2026-05-22,涨停池,002496.SZ,*ST辉丰,2.63,5.2,3.3635,1,13:45:54,11:21:54,7,2969270.0,3106683600.0,氨氢新能源+小分子功能肥+ST摘帽预期
2026-05-22,涨停池,603721.SH,*ST天择,24.17,4.9957,2.0277,1,13:44:50,10:04:17,6,5394744.0,3142100000.0,AI语料+微短剧+长沙国资+摘帽预期
2026-05-22,涨停池,002762.SZ,*ST金比,9.25,4.9943,2.3741,1,13:44:42,13:34:42,1,4464975.0,1955250500.0,摘帽申请+母婴用品+医美并表
2026-05-22,涨停池,300179.SZ,四方达,32.42,19.9852,24.7346,1,13:41:33,09:46:15,20,23291890.0,12124492500.0,CVD金刚石散热+PCD微钻钻头+超硬材料
2026-05-22,涨停池,002076.SZ,*ST星光,2.6,4.8387,5.3641,1,13:37:45,13:02:09,3,4165200.0,2709902500.0,摘帽进展+量子科技+LED封装
2026-05-22,涨停池,301362.SZ,民爆光电,238.73,20.001,18.4483,1,13:37:33,13:04:27,2,43592098.0,7083119100.0,PCB钻针+AI服务器钻针+厦芝精密并购
2026-05-22,涨停池,002993.SZ,奥海科技,68.22,9.9968,4.6749,1,13:36:30,13:08:33,1,81625230.0,16266850000.0,AI服务器电源+机器人电源+分红
2026-05-22,涨停池,002741.SZ,光华科技,25.36,10.0217,17.6966,1,13:36:03,09:35:06,37,35995984.0,10812444300.0,PCB化学品+股权激励
2026-05-22,涨停池,603267.SH,鸿远电子,64.89,10.0017,10.2606,1,13:35:36,13:02:33,20,36661228.0,14994839000.0,MLCC+商业航天+军工芯片
2026-05-22,涨停池,603936.SH,博敏电子,22.59,9.9805,17.1348,1,13:33:52,10:03:39,20,49719325.0,14240691000.0,800G光模块PCB+AMB陶瓷衬板+AI算力
2026-05-22,涨停池,002916.SZ,深南电路,378.27,10.0006,2.2511,1,13:33:27,13:01:24,7,103536660.0,251477470000.0,PCB+AI算力+央企
2026-05-22,涨停池,000711.SZ,ST京蓝,5.79,5.0817,4.6192,1,13:32:48,13:30:18,2,29968085.0,13787655000.0,铟靶材+一季度扭亏+摘帽预期
2026-05-22,涨停池,600416.SH,湘电股份,12.98,10.0,5.9594,1,13:32:00,13:05:27,12,16300076.0,19155655000.0,商业航天+航空电机+湖南国资
2026-05-22,涨停池,002463.SZ,沪电股份,114.07,10.0,5.2889,1,13:30:39,10:04:36,1,595432620.0,219334990000.0,AI服务器PCB+产能升级扩容+一季度业绩高增
2026-05-22,涨停池,601208.SH,东材科技,52.45,10.0042,8.3378,1,13:30:21,13:02:57,30,11613688.8,52984095000.0,高速树脂+AI服务器+商业航天+一季报大增
2026-05-22,涨停池,002823.SZ,凯中精密,17.69,10.0124,9.7617,1,13:30:06,13:30:06,,59429838.0,3872140300.0,人形机器人+800V高压连接器+换向器龙头
2026-05-22,涨停池,002859.SZ,洁美科技,60.05,10.0018,4.7649,1,13:29:36,13:00:06,3,60396609.0,24374259000.0,MLCC离型膜+PET铜箔+一季度业绩
2026-05-22,涨停池,002080.SZ,中材科技,71.28,10.0,2.9579,1,13:27:15,13:14:30,3,71778033.0,119616649000.0,AI纤维布+风电叶片+央企背景
2026-05-22,涨停池,002431.SZ,ST棕榈,1.68,5.0,1.7006,1,13:26:57,09:45:21,3,4732812.0,3028040000.0,生态园林+不减持+河南国资
2026-05-22,涨停池,600183.SH,生益科技,108.01,10.001,2.7935,1,13:26:19,13:03:22,31,183700170.0,258630110000.0,覆铜板+AI服务器+业绩高增
2026-05-22,涨停池,603800.SH,洪田股份,62.62,9.9947,5.3554,1,13:25:46,13:05:13,16,55199530.0,13024960000.0,PCB并购+光刻机+铜箔设备
2026-05-22,涨停池,002273.SZ,水晶光电,40.34,10.0082,8.0612,1,13:25:21,13:09:39,18,122188206.0,54946242000.0,AI光学+CPO硅透镜+AR眼镜
2026-05-22,涨停池,000012.SZ,南玻A,4.4,10.0,6.4192,2,13:23:15,13:23:15,,46353318.0,8620993000.0,UTG柔性玻璃+光伏玻璃+消费电子
2026-05-22,涨停池,600160.SH,巨化股份,35.84,10.0061,3.3984,1,13:20:18,13:07:54,23,70087020.0,96758900000.0,氟制冷剂涨价+液冷服务器+国企
2026-05-22,涨停池,600191.SH,华资实业,11.73,10.0375,2.4316,1,13:17:32,13:17:32,,14117864.0,5688252400.0,粮食深加工+黄原胶投产+制糖+参股券商
2026-05-22,涨停池,300243.SZ,瑞丰高材,20.87,20.0115,20.2767,1,13:14:27,13:14:27,,28554814.0,4483726200.0,PCB概念+CSR增韧剂+工程塑料助剂
2026-05-22,涨停池,000818.SZ,航锦科技,16.08,9.9863,7.1824,1,13:04:18,13:04:18,,85316991.0,10584039900.0,算力租赁+800G光模块+武汉国资+一季报净利增长
2026-05-22,涨停池,002055.SZ,ST得润,7.17,4.978,14.5016,5,13:03:36,09:25:00,8,35853391.0,4258908400.0,高速连接器+存储芯片+AI算力
2026-05-22,涨停池,603678.SH,火炬电子,37.68,10.0146,8.5168,1,13:03:32,10:00:05,5,57447719.0,17919351000.0,MLCC+商业航天+军工电子
2026-05-22,涨停池,605366.SH,宏柏新材,12.99,9.9915,5.2082,1,13:01:22,13:01:22,,31385477.0,10081249300.0,电子级硅烷+含硫硅烷+半导体材料+泰国扩产
2026-05-22,涨停池,600596.SH,新安股份,13.26,10.0415,5.7438,1,13:01:20,10:34:11,1,71302534.0,17895657000.0,光纤上游+人形机器人+有机硅+草甘膦
2026-05-22,涨停池,301377.SZ,鼎泰高科,310.63,19.9992,6.2509,1,13:00:45,13:00:45,,83534620.0,30709172000.0,PCB钻针+AI算力+业绩高增
2026-05-22,涨停池,000060.SZ,中金岭南,7.57,10.0291,4.0178,1,13:00:33,13:00:33,,219693100.0,33619250000.0,锗产品+铅锌铜+广东国资
2026-05-22,涨停池,301312.SZ,智立方,136.2,20.0,18.2107,1,13:00:27,13:00:27,,68804290.0,8247286600.0,光通信设备+半导体设备+AI算力
2026-05-22,涨停池,002046.SZ,国机精工,54.99,10.002,4.0363,1,13:00:03,13:00:03,,106245904.0,29154487000.0,商业航天+金刚石散热+轴承+央企
2026-05-22,涨停池,688260.SH,昀冢科技,72.71,20.0033,12.289,4,13:00:01,09:39:10,1,79086812.0,8725200000.0,MLCC扩产+陶瓷热沉+消费电子
2026-05-22,涨停池,688020.SH,方邦股份,165.82,20.0029,8.096,1,11:29:34,10:03:04,2,60167953.0,13661744000.0,PCB+可剥铜+先进封装+电磁屏蔽膜
2026-05-22,涨停池,603867.SH,新化股份,42.15,9.9948,7.8309,1,11:29:32,11:13:17,1,50449335.0,9091196200.0,精细化工+盐湖提锂+锂电回收
2026-05-22,涨停池,301628.SZ,强达电路,135.18,20.0,31.9614,1,11:29:06,10:03:36,11,67996351.0,3768250600.0,AI PCB+PCB扩产+量子计算
2026-05-22,涨停池,000657.SZ,中钨高新,62.38,9.9982,6.3188,1,11:27:45,11:27:45,,249346710.0,90633483000.0,PCB微钻扩产+钨矿注入+央企
2026-05-22,涨停池,603922.SH,ST金鸿顺,15.13,4.9965,1.9159,1,11:24:48,09:47:48,18,1405577.0,2711296000.0,超跌反弹+控制权变更+汽车零部件
2026-05-22,涨停池,000962.SZ,东方钽业,62.25,10.0018,5.8615,1,11:21:24,11:21:24,,100920011.0,31228736000.0,半导体靶材+钽铌制品+商业航天+央企
